Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD),Duration
329985810,12/07/2023 08:20,12/07/2023 12:22,GBPJPY,Buy,0.02,0.0,0.0,183.841,181.923,0.0,0.0,-191.8,-26.67,-0.24,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 04:02:01
329989117,12/07/2023 10:05,12/07/2023 12:13,SGDJPY,Buy,0.06,0.0,0.0,108.576,108.03,0.0,0.0,-54.6,-22.75,-0.21,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,0 days 02:08:03
329842321,12/05/2023 09:45,12/07/2023 12:13,SGDJPY,Buy,0.02,0.0,0.0,109.666,108.038,0.0,0.0,-162.8,-22.61,-0.2,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,2 days 02:28:01
329989223,12/07/2023 10:10,12/07/2023 10:14,EURJPY,Buy,0.06,0.0,0.0,156.839,156.782,0.0,0.0,-5.7,-2.36,-0.02,Buy Baby Termite: EURJPY,12345,,,,,,,,,,,,,0 days 00:04:07
329700794,12/01/2023 18:50,12/07/2023 10:14,EURJPY,Buy,0.02,0.0,0.0,159.864,156.785,0.0,0.0,-307.9,-42.55,-0.38,Buy Baby Termite: EURJPY,12345,,,,,,,,,,,,,5 days 15:24:07
329930766,12/06/2023 10:30,12/06/2023 11:10,GBPJPY,Buy,0.02,0.0,0.0,185.204,185.536,0.0,0.0,33.2,4.49,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 00:40:40
329833016,12/05/2023 05:35,12/05/2023 18:10,GBPCAD,Sell,0.02,0.0,0.0,1.7131,1.71009,0.0,0.0,30.1,4.42,0.04,Sell Baby Termite: GBPCAD,12345,,,,,,,,,,,,,0 days 12:35:27
329841502,12/05/2023 09:30,12/05/2023 11:00,GBPJPY,Buy,0.02,0.0,0.0,185.391,185.716,0.0,0.0,32.5,4.4,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 01:30:22
329710608,12/01/2023 19:35,12/04/2023 09:43,GBPUSD,Sell,0.02,0.0,0.0,1.26894,1.26672,0.0,0.0,22.2,4.44,0.04,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,2 days 14:08:43
329698086,12/01/2023 18:10,12/04/2023 09:37,GBPAUD,Buy,0.02,0.0,0.0,1.90323,1.90658,0.0,0.0,33.5,4.43,0.04,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,2 days 15:27:03
329720475,12/01/2023 20:55,12/04/2023 09:18,AUDUSD,Sell,0.02,0.0,0.0,0.66703,0.66481,0.0,0.0,22.2,4.44,0.04,Sell Baby Termite: AUDUSD,12345,,,,,,,,,,,,,2 days 12:23:19
329660672,12/01/2023 07:35,12/01/2023 18:45,USDSGD,Sell,0.02,0.0,0.0,1.33755,1.3346,0.0,0.0,29.5,4.4,0.04,Sell Baby Termite: USDSGD,12345,,,,,,,,,,,,,0 days 11:10:55
