Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD),Duration
331049883,12/29/2023 11:15,01/02/2024 06:29,SGDCHF,Buy,0.02,0.0,0.0,0.64,0.64,0.0,0.0,0.0,4.38,0.04,Buy Baby Termite: SGDCHF,12345,,,,,,,,,,,,,3 days 19:14:46
331049842,12/29/2023 11:15,12/29/2023 17:53,CHFJPY,Sell,0.02,0.0,0.0,168.42,168.105,0.0,0.0,31.5,4.43,0.04,Sell Baby Termite: CHFJPY,12345,,,,,,,,,,,,,0 days 06:38:15
331060137,12/29/2023 14:20,12/29/2023 17:27,AUDSGD,Buy,0.02,0.0,0.0,0.89703,0.89994,0.0,0.0,29.1,4.39,0.04,Buy Baby Termite: AUDSGD,12345,,,,,,,,,,,,,0 days 03:07:23
331031196,12/29/2023 03:55,12/29/2023 17:06,EURCAD,Sell,0.02,0.0,0.0,1.46554,1.4626,0.0,0.0,29.4,4.43,0.04,Sell Baby Termite: EURCAD,12345,,,,,,,,,,,,,0 days 13:11:48
331064652,12/29/2023 15:35,12/29/2023 16:57,AUDUSD,Buy,0.02,0.0,0.0,0.67913,0.68137,0.0,0.0,22.4,4.48,0.04,Buy Baby Termite: AUDUSD,12345,,,,,,,,,,,,,0 days 01:22:30
331056201,12/29/2023 13:05,12/29/2023 13:27,GBPCHF,Buy,0.02,0.0,0.0,1.06578,1.0677,0.0,0.0,19.2,4.56,0.04,Buy Baby Termite: GBPCHF,12345,,,,,,,,,,,,,0 days 00:22:13
330931680,12/27/2023 18:25,12/28/2023 15:58,EURCAD,Sell,0.02,0.0,0.0,1.46678,1.4638,0.0,0.0,29.8,4.49,0.04,Sell Baby Termite: EURCAD,12345,,,,,,,,,,,,,0 days 21:33:09
330932320,12/27/2023 18:55,12/28/2023 15:24,GBPCAD,Sell,0.02,0.0,0.0,1.68888,1.68596,0.0,0.0,29.2,4.4,0.04,Sell Baby Termite: GBPCAD,12345,,,,,,,,,,,,,0 days 20:29:06
330927932,12/27/2023 17:00,12/28/2023 14:15,USDCAD,Buy,0.02,0.0,0.0,1.31973,1.32262,0.0,0.0,28.9,4.35,0.04,Buy Baby Termite: USDCAD,12345,,,,,,,,,,,,,0 days 21:15:17
330851284,12/26/2023 04:40,12/28/2023 05:08,USDSGD,Buy,0.06,0.0,0.0,1.3227,1.31745,0.0,0.0,-52.5,-24.03,-0.22,Buy Baby Termite: USDSGD,12345,,,,,,,,,,,,,2 days 00:28:04
330583737,12/19/2023 15:55,12/28/2023 05:08,USDSGD,Buy,0.02,0.0,0.0,1.33083,1.31744,0.0,0.0,-133.9,-20.43,-0.19,Buy Baby Termite: USDSGD,12345,,,,,,,,,,,,,8 days 13:13:07
330956388,12/28/2023 03:45,12/28/2023 04:58,GBPAUD,Buy,0.02,0.0,0.0,1.86582,1.86901,0.0,0.0,31.9,4.35,0.04,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 01:13:17
330932322,12/27/2023 18:55,12/28/2023 02:54,EURAUD,Sell,0.02,0.0,0.0,1.62332,1.6201,0.0,0.0,32.2,4.4,0.04,Sell Baby Termite: EURAUD,12345,,,,,,,,,,,,,0 days 07:59:13
330881034,12/26/2023 17:20,12/27/2023 18:50,CADSGD,Sell,0.02,0.0,0.0,1.0023,0.9994,0.0,0.0,29.0,4.44,0.04,Sell Baby Termite: CADSGD,12345,,,,,,,,,,,,,1 days 01:30:00
330689305,12/21/2023 02:55,12/22/2023 16:07,CHFJPY,Buy,0.02,0.0,0.0,166.239,166.556,0.0,0.0,31.7,4.45,0.04,Buy Baby Termite: CHFJPY,12345,,,,,,,,,,,,,1 days 13:12:43
330744688,12/21/2023 17:55,12/22/2023 04:46,GBPAUD,Buy,0.02,0.0,0.0,1.86675,1.87043,0.0,0.0,36.8,4.96,0.05,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 10:51:53
330736925,12/21/2023 16:00,12/21/2023 17:05,GBPUSD,Sell,0.02,0.0,0.0,1.2681,1.26587,0.0,0.0,22.3,4.46,0.04,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 01:05:09
330648122,12/20/2023 14:10,12/21/2023 13:17,EURCAD,Buy,0.02,0.0,0.0,1.46021,1.46321,0.0,0.0,30.0,4.48,0.04,Buy Baby Termite: EURCAD,12345,,,,,,,,,,,,,0 days 23:07:04
330570065,12/19/2023 12:00,12/19/2023 17:06,GBPJPY,Sell,0.02,0.0,0.0,183.532,183.214,0.0,0.0,31.8,4.4,0.04,Sell Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 05:06:22
330571311,12/19/2023 12:20,12/19/2023 17:01,SGDJPY,Sell,0.02,0.0,0.0,108.632,108.314,0.0,0.0,31.8,4.39,0.04,Sell Baby Termite: SGDJPY,12345,,,,,,,,,,,,,0 days 04:41:14
330571309,12/19/2023 12:20,12/19/2023 15:16,EURJPY,Sell,0.02,0.0,0.0,158.395,158.075,0.0,0.0,32.0,4.42,0.04,Sell Baby Termite: EURJPY,12345,,,,,,,,,,,,,0 days 02:56:59
330455223,12/15/2023 17:45,12/19/2023 14:52,GBPCAD,Buy,0.02,0.0,0.0,1.70029,1.70328,0.0,0.0,29.9,4.44,0.04,Buy Baby Termite: GBPCAD,12345,,,,,,,,,,,,,3 days 21:07:53
330317689,12/13/2023 23:05,12/19/2023 04:49,SGDJPY,Buy,0.02,0.0,0.0,107.205,107.525,0.0,0.0,32.0,4.45,0.04,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,5 days 05:44:22
330456099,12/15/2023 18:00,12/18/2023 18:14,USDCAD,Buy,0.06,0.0,0.0,1.33722,1.34034,0.0,0.0,31.2,13.9,0.13,Buy Baby Termite: USDCAD,12345,,,,,,,,,,,,,3 days 00:14:05
330352077,12/14/2023 11:00,12/18/2023 18:14,USDCAD,Buy,0.02,0.0,0.0,1.34658,1.34034,0.0,0.0,-62.4,-9.36,-0.09,Buy Baby Termite: USDCAD,12345,,,,,,,,,,,,,4 days 07:14:05
329802230,12/04/2023 17:30,12/18/2023 08:56,USDHKD,Sell,0.02,0.0,0.0,7.81622,7.79918,0.0,0.0,170.4,4.35,0.04,Sell Baby Termite: USDHKD,12345,,,,,,,,,,,,,13 days 15:26:28
330381690,12/14/2023 17:20,12/15/2023 17:20,GBPAUD,Sell,0.02,0.0,0.0,1.9,1.89681,0.0,0.0,31.9,4.25,0.04,Sell Baby Termite: GBPAUD,12345,,,,,,,,,,,,,1 days 00:00:49
330198307,12/12/2023 11:45,12/15/2023 17:14,EURCAD,Sell,0.02,0.0,0.0,1.46355,1.46063,0.0,0.0,29.2,4.34,0.04,Sell Baby Termite: EURCAD,12345,,,,,,,,,,,,,3 days 05:29:41
330437280,12/15/2023 13:10,12/15/2023 15:39,AUDSGD,Sell,0.02,0.0,0.0,0.89338,0.89041,0.0,0.0,29.7,4.44,0.04,Sell Baby Termite: AUDSGD,12345,,,,,,,,,,,,,0 days 02:29:19
330409769,12/15/2023 02:10,12/15/2023 10:19,EURCHF,Sell,0.02,0.0,0.0,0.95346,0.95156,0.0,0.0,19.0,4.36,0.04,Sell Baby Termite: EURCHF,12345,,,,,,,,,,,,,0 days 08:09:16
330318952,12/13/2023 23:45,12/14/2023 16:20,EURJPY,Buy,0.02,0.0,0.0,155.486,155.794,0.0,0.0,30.8,4.32,0.04,Buy Baby Termite: EURJPY,12345,,,,,,,,,,,,,0 days 16:35:00
330316000,12/13/2023 22:40,12/14/2023 16:13,EURAUD,Buy,0.02,0.0,0.0,1.63207,1.6354,0.0,0.0,33.3,4.44,0.04,Buy Baby Termite: EURAUD,12345,,,,,,,,,,,,,0 days 17:33:43
330363498,12/14/2023 14:05,12/14/2023 15:30,GBPUSD,Sell,0.06,0.0,0.0,1.27082,1.26821,0.0,0.0,26.1,15.66,0.14,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 01:25:04
330317332,12/13/2023 23:00,12/14/2023 15:30,GBPUSD,Sell,0.02,0.0,0.0,1.26269,1.26819,0.0,0.0,-55.0,-11.0,-0.1,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 16:30:03
330335841,12/14/2023 04:55,12/14/2023 10:58,AUDUSD,Sell,0.02,0.0,0.0,0.67159,0.66942,0.0,0.0,21.7,4.34,0.04,Sell Baby Termite: AUDUSD,12345,,,,,,,,,,,,,0 days 06:03:02
330335829,12/14/2023 04:55,12/14/2023 10:51,GBPAUD,Buy,0.02,0.0,0.0,1.88285,1.88608,0.0,0.0,32.3,4.31,0.04,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 05:56:14
330292596,12/13/2023 17:20,12/14/2023 05:43,CHFJPY,Buy,0.02,0.0,0.0,165.753,162.647,0.0,0.0,-310.6,-44.29,-0.41,Buy Baby Termite: CHFJPY,12345,,,,,,,,,,,,,0 days 12:23:26
330318579,12/13/2023 23:30,12/14/2023 02:30,GBPAUD,Buy,0.06,0.0,0.0,1.8927,1.88734,0.0,0.0,-53.6,-21.62,-0.2,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 03:00:11
330293660,12/13/2023 17:40,12/14/2023 02:30,GBPAUD,Buy,0.02,0.0,0.0,1.90392,1.88734,0.0,0.0,-165.8,-22.29,-0.2,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 08:50:12
330052612,12/08/2023 10:30,12/13/2023 21:17,USDSGD,Sell,0.02,0.0,0.0,1.33869,1.33576,0.0,0.0,29.3,4.36,0.04,Sell Baby Termite: USDSGD,12345,,,,,,,,,,,,,5 days 10:47:06
330180981,12/12/2023 05:15,12/12/2023 15:46,AUDUSD,Sell,0.02,0.0,0.0,0.65844,0.65622,0.0,0.0,22.2,4.44,0.04,Sell Baby Termite: AUDUSD,12345,,,,,,,,,,,,,0 days 10:31:08
330183392,12/12/2023 06:40,12/12/2023 10:43,EURCHF,Buy,0.02,0.0,0.0,0.94419,0.94613,0.0,0.0,19.4,4.4,0.04,Buy Baby Termite: EURCHF,12345,,,,,,,,,,,,,0 days 04:03:05
330183492,12/12/2023 06:45,12/12/2023 10:28,EURAUD,Buy,0.06,0.0,0.0,1.634,1.63699,0.0,0.0,29.9,11.76,0.11,Buy Baby Termite: EURAUD,12345,,,,,,,,,,,,,0 days 03:43:44
329989836,12/07/2023 10:25,12/12/2023 10:28,EURAUD,Buy,0.02,0.0,0.0,1.64243,1.63699,0.0,0.0,-54.4,-7.2,-0.07,Buy Baby Termite: EURAUD,12345,,,,,,,,,,,,,5 days 00:03:44
330188288,12/12/2023 09:10,12/12/2023 10:00,GBPUSD,Sell,0.02,0.0,0.0,1.2583,1.2561,0.0,0.0,22.0,4.4,0.04,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 00:50:32
330141848,12/11/2023 14:30,12/11/2023 17:25,GBPCHF,Sell,0.02,0.0,0.0,1.10789,1.10591,0.0,0.0,19.8,4.48,0.04,Sell Baby Termite: GBPCHF,12345,,,,,,,,,,,,,0 days 02:55:19
330142414,12/11/2023 14:40,12/11/2023 16:26,GBPAUD,Sell,0.02,0.0,0.0,1.91759,1.91425,0.0,0.0,33.4,4.37,0.04,Sell Baby Termite: GBPAUD,12345,,,,,,,,,,,,,0 days 01:46:43
330076879,12/08/2023 16:55,12/08/2023 17:47,GBPCAD,Buy,0.02,0.0,0.0,1.70158,1.70448,0.0,0.0,29.0,4.24,0.04,Buy Baby Termite: GBPCAD,12345,,,,,,,,,,,,,0 days 00:52:09
330057527,12/08/2023 11:55,12/08/2023 12:34,GBPUSD,Buy,0.02,0.0,0.0,1.2557,1.25789,0.0,0.0,21.9,4.38,0.04,Buy Baby Termite: GBPUSD,12345,,,,,,,,,,,,,0 days 00:39:41
329989241,12/07/2023 10:10,12/07/2023 19:46,CHFJPY,Buy,0.02,0.0,0.0,166.527,163.301,0.0,0.0,-322.6,-45.46,-0.41,Buy Baby Termite: CHFJPY,12345,,,,,,,,,,,,,0 days 09:36:57
329930821,12/06/2023 10:30,12/07/2023 19:42,GBPCAD,Buy,0.02,0.0,0.0,1.70953,1.71251,0.0,0.0,29.8,4.36,0.04,Buy Baby Termite: GBPCAD,12345,,,,,,,,,,,,,1 days 09:12:28
329925861,12/06/2023 09:50,12/07/2023 16:16,EURCHF,Buy,0.02,0.0,0.0,0.94345,0.94546,0.0,0.0,20.1,4.56,0.04,Buy Baby Termite: EURCHF,12345,,,,,,,,,,,,,1 days 06:26:47
329992563,12/07/2023 11:55,12/07/2023 12:22,GBPJPY,Buy,0.06,0.0,0.0,182.351,181.923,0.0,0.0,-42.8,-17.85,-0.16,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 00:27:01
329985810,12/07/2023 08:20,12/07/2023 12:22,GBPJPY,Buy,0.02,0.0,0.0,183.841,181.923,0.0,0.0,-191.8,-26.67,-0.24,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 04:02:01
329989117,12/07/2023 10:05,12/07/2023 12:13,SGDJPY,Buy,0.06,0.0,0.0,108.576,108.03,0.0,0.0,-54.6,-22.75,-0.21,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,0 days 02:08:03
329842321,12/05/2023 09:45,12/07/2023 12:13,SGDJPY,Buy,0.02,0.0,0.0,109.666,108.038,0.0,0.0,-162.8,-22.61,-0.2,Buy Baby Termite: SGDJPY,12345,,,,,,,,,,,,,2 days 02:28:01
329989223,12/07/2023 10:10,12/07/2023 10:14,EURJPY,Buy,0.06,0.0,0.0,156.839,156.782,0.0,0.0,-5.7,-2.36,-0.02,Buy Baby Termite: EURJPY,12345,,,,,,,,,,,,,0 days 00:04:07
329700794,12/01/2023 18:50,12/07/2023 10:14,EURJPY,Buy,0.02,0.0,0.0,159.864,156.785,0.0,0.0,-307.9,-42.55,-0.38,Buy Baby Termite: EURJPY,12345,,,,,,,,,,,,,5 days 15:24:07
329930766,12/06/2023 10:30,12/06/2023 11:10,GBPJPY,Buy,0.02,0.0,0.0,185.204,185.536,0.0,0.0,33.2,4.49,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 00:40:40
329833016,12/05/2023 05:35,12/05/2023 18:10,GBPCAD,Sell,0.02,0.0,0.0,1.7131,1.71009,0.0,0.0,30.1,4.42,0.04,Sell Baby Termite: GBPCAD,12345,,,,,,,,,,,,,0 days 12:35:27
329841502,12/05/2023 09:30,12/05/2023 11:00,GBPJPY,Buy,0.02,0.0,0.0,185.391,185.716,0.0,0.0,32.5,4.4,0.04,Buy Baby Termite: GBPJPY,12345,,,,,,,,,,,,,0 days 01:30:22
329710608,12/01/2023 19:35,12/04/2023 09:43,GBPUSD,Sell,0.02,0.0,0.0,1.26894,1.26672,0.0,0.0,22.2,4.44,0.04,Sell Baby Termite: GBPUSD,12345,,,,,,,,,,,,,2 days 14:08:43
329698086,12/01/2023 18:10,12/04/2023 09:37,GBPAUD,Buy,0.02,0.0,0.0,1.90323,1.90658,0.0,0.0,33.5,4.43,0.04,Buy Baby Termite: GBPAUD,12345,,,,,,,,,,,,,2 days 15:27:03
329720475,12/01/2023 20:55,12/04/2023 09:18,AUDUSD,Sell,0.02,0.0,0.0,0.66703,0.66481,0.0,0.0,22.2,4.44,0.04,Sell Baby Termite: AUDUSD,12345,,,,,,,,,,,,,2 days 12:23:19
329660672,12/01/2023 07:35,12/01/2023 18:45,USDSGD,Sell,0.02,0.0,0.0,1.33755,1.3346,0.0,0.0,29.5,4.4,0.04,Sell Baby Termite: USDSGD,12345,,,,,,,,,,,,,0 days 11:10:55
